type,title,duration,director,cast,genre,country,year_range,ratings,description
Movie,Badha,91,"Sumitra Bhave, Sunil Sukthankar",Amruta Subhash,dramas,India,2005-2010,6.324999999999999,"After mysterious lights imbue her with extraordinary powers, a teenager goes on the run from authorities with the friend who harbors a crush on her."
Movie,Badla,117,Sujoy Ghosh,Amitabh Bachchan,thrillers,India,2015-2020,7.9,"Encountering each other after a long separation, two childhood friends from orphanage must overcome great odds to fulfill an old promise and find love."
Movie,Badland,117,Justin Lee,Kevin Makely,dramas,United States,2015-2020,5.8,"A young ""fabric geek"" lands a job at an upscale Japanese lingerie company – and quickly discovers she'll need help to survive."
Movie,Balto,78,Simon Wells,Kevin Bacon,dramas,United States,1990-1995,7.3,"Captain Atomic – once a superhero, now a sock puppet – can only activate his powers with the help of Joey, his new partner and biggest fan."
Movie,Balto 2: Wolf Quest,75,Phil Weinstein,Maurice LaMarche,kids,United States,2000-2005,6.775,"With his hometown in ruins, young Eren Yeager becomes determined to fight back against the giant Titans that threaten to destroy the human race."
Movie,Balto 3: Wings of Change,78,Phil Weinstein,Maurice LaMarche,kids,United States,2000-2005,6.775,Intrepid newspaper editor Harold Evans wages an ongoing battle to expose the truth about a dangerous drug and obtain compensation for its victims.
Movie,Balu Mahi,149,Haissam Hussain,Osman Khalid Butt,romantic,Pakistan,2015-2020,6.3,"Four high school seniors steal an important college entrance exam and go on vacation to ""study,"" but accidentally lose the exam while partying."
Movie,Bana Masal Anlatma,103,Burak Aksak,Hande Doğandemir,romantic,Turkey,2010-2015,7.5,"When a teen on the autism spectrum decides to get a girlfriend, his bid for more independence puts his whole family on a path of self-discovery."
Movie,Banana Island Ghost,108,BB Sasore,Chigul,romantic,Nigeria,2015-2020,7.0,"In this wrenching documentary, two teens are sexually assaulted by boys they considered friends, humiliated online and harassed by their communities."
Movie,Banana Split,84,Ben Kasulke,Hannah Marks,dramas,United States,2015-2020,7.0,"Comedy trio Aunty Donna showcase their uniquely absurd and offbeat style through an array of sketches, songs and eclectic characters."
Movie,Band Aid,94,Zoe Lister-Jones,Zoe Lister-Jones,dramas,United States,2015-2020,6.7,"42-year-old Viorel, a distraught engineer, takes drastic measures to end his emotional suffering after enduring a devastating divorce."
Movie,Bangkok Hell,107,Manop Janjarasskul,Chalad Na Songkhla,dramas,Thailand,2000-2005,5.5,Newly released KGB files expose evidence proving how architects and engineers conspired with the Nazis to build a camp designed for genocide.
Movie,Bangkok Traffic (Love) Story,126,Adisorn Tresirikasem,Theeradej Wongpuapan,romantic,Thailand,2005-2010,6.25,A production crew that thinks it's making a documentary about a humble Mumbai rickshaw driver unmasks a horrifying truth about their film's subject.
Movie,Barça Dreams,122,Jordi Llompart,Johan Cruyff,sport,Spain,2010-2015,7.3,"In a dystopian future, an insurance adjuster for a tech company investigates a robot killed for violating protocol and discovers a global conspiracy."
Movie,Barakah Meets Barakah,88,Mahmoud Sabbagh,Hisham Fageeh,romantic,Saudi Arabia,2015-2020,6.2,"After losing all memories of his past, a wealthy lawyer travels to a rural village where a woman he once loved now lives with her son."
Movie,Barbie in A Mermaid Tale,74,Adam Wood,Kelly Sheridan,kids,United States,2005-2010,6.2,"Betrayed by his loan shark brother, a hardened convict escapes from prison while on furlough to exact revenge against the people who made him a killer."
Movie,Barbie in Princess Power,74,Zeke Norton,Kelly Sheridan,kids,United States,2010-2015,5.5,Superheroes amass to stop intergalactic sociopath Thanos from acquiring a full set of Infinity Stones and wiping out half of all life in the universe.
Movie,Barbie in Rock 'N Royals,83,Karen J. Lloyd,Kelly Sheridan,kids,United States,2010-2015,6.0,"Follow the meteoric rise of Tim Bergling, aka Avicii, from Swedish teenager to the creative force behind ""Wake Me Up,"" ""You Make Me"" and other hits."
Movie,Barbie Princess Adventure,72,Conrad Helten,America Young,musical,United States,2015-2020,5.699999999999999,"After an accident leaves him with no recollection of who he is, a man becomes a prime suspect in the search for a serial killer targeting young women."
Movie,Barbie Star Light Adventure,79,"Andrew Tan, Michael Goguen",Erica Lindbeck,kids,United States,2015-2020,5.9,"Sleepless for 24 hours, contestants in the comedy game show stumble through challenges both eccentric and everyday for a chance at a $1 million prize."
Movie,Barbie: A Fairy Secret,72,William Lau,Diana Kaarina,kids,United States,2005-2010,5.7,Commander Emma Green leaves behind her husband and daughter to lead an international crew of astronauts on a perilous three-year mission to Mars.
Movie,Barbie: Spy Squad,75,Conrad Helten,Erica Lindbeck,kids,United States,2015-2020,5.7,A high-achieving 11-year-old student embarks on a journey of self-discovery at a school on a nearby island as he grapples with tensions at home.
Movie,Barbie: The Princess & the Popstar,75,Ezekiel Norton,Kelly Sheridan,kids,United States,2010-2015,5.7,"Disparate characters, including an aspiring time traveler, a phony chef, a drug-addicted waitress and several others, share a surprising connection."
Movie,Barbie: Video Game Hero,72,"Conrad Helten, Ezekiel Norton, Michael Goguen",Erica Lindbeck,kids,United States,2015-2020,5.1,"In Delhi, friends from Northeast India prepare a pungent delicacy for a wedding party, sparking conflict and comedy with their unaccustomed neighbors."
Movie,Barbra: The Music ... The Mem'ries ... The Magic!,109,"Barbra Streisand, Jim Gable",Barbra Streisand,musical,United States,2015-2020,7.5,"With his carefree bachelor days behind him, a young entrepreneur’s ambitions for adulthood come with some painful personal and professional decisions."
Movie,Barcelona: A Love Untold,132,Olivia M. Lamasan,Kathryn Bernardo,romantic,Philippines,2015-2020,6.8,"Delving into the disappearance of 43 college students in Mexico, this documentary seeks to give justice and a voice to the victims and their families."
Movie,Bareilly Ki Barfi,110,Ashwiny Iyer Tiwari,Ayushmann Khurrana,dramas,India,2015-2020,7.5,"This biopic traces the tumultuous life and career of top cricket player Mohammad Azharuddin, who led India's national team in the 1990s."
Movie,Barely Lethal,99,Kyle Newman,Hailee Steinfeld,commedies,United States,2010-2015,5.4,"Stand-up comedian and TV star Aziz Ansari (""Parks and Recreation"") delivers his sharp-witted take on immigrants, relationships and the food industry."
Movie,Barfi!,144,Anurag Basu,Ranbir Kapoor,dramas,India,2010-2015,8.1,"""Parks and Recreation"" star Aziz Ansari takes the stage to share his unfiltered views on adulthood, babies, marriage, love and more in the modern era."
Movie,Barrio Universitario,91,Esteban Vidal,Fabrizio Copano,dramas,Chile,2010-2015,4.1,"In a comedy special directed by Spike Jonze, Aziz Ansari shares deep personal insights and hilarious takes on wokeness, family and the social climate."
Movie,Barry,105,Vikram Gandhi,Devon Terrell,dramas,United States,2015-2020,5.8,"Genius investigator Keith Flick rejoins the royal police force just as serial killer ""B"" emerges. Mysterious youth Koku may be an ally, or a target."
Movie,Barsaat,166,Rajkumar Santoshi,Twinkle Khanna,musical,India,1990-1995,7.8,"Orphaned and at loose ends, young Mukesh falls into the seductive orbit of married Sarika, who leads him ever deeper into a world of sex and betrayal."
Movie,BASEketball,103,David Zucker,Trey Parker,sport,United States,1995-2000,5.574999999999999,"A young woman eager to avoid an arranged marriage moves to Mumbai, where she learns hard truths about show business, life and love."
Movie,Basic Instinct,128,Paul Verhoeven,Michael Douglas,thrillers,United States,1990-1995,7.0,"In 1975, during the government-declared Emergency, thief Bhawani and his crew plan a daring robbery to reclaim his royal lover's seized treasures."
Movie,Bathinda Express,118,Deep Joshi,Deep Joshi,sport,India,2015-2020,5.8,"To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Malayalam conclusion to the historic saga."
Movie,Bathtubs Over Broadway,87,Dava Whisenant,Steve Young,musical,United States,2015-2020,7.5,"To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Tamil conclusion to the historic saga."
Movie,Batman: The Killing Joke,77,Sam Liu,Kevin Conroy,action,United States,2015-2020,6.6,Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this English version of S.S. Rajamouli's epic.
Movie,Battle,98,Katarina Launing,Lisa Teige,romantic,Norway,2015-2020,6.0,Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Hindi version of S.S. Rajamouli's epic.
Movie,Battle Drone,94,Mitch Gould,Louis Mandylor,fantasy,United States,2015-2020,5.2,Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Tamil version of S.S. Rajamouli's epic.
Movie,Bawarchi,125,Hrishikesh Mukherjee,Rajesh Khanna,dramas,India,1970-1980,8.1,"A wide-eyed graduate learns the ugly side of ambition when he joins in the dubious business practices of his idol, a ruthless Mumbai stock tycoon."
Movie,Baxu and the Giants,29,Florian Schott,Camilla Jo-Ann Daries,dramas,Namibia,2015-2020,6.25,"Following Turkey's bloody coup of 1980, a widowed reporter returns to his Aegean hometown, bringing his son and a last wish for his estranged father."
Movie,Bayonet,102,Kyzza Terrazas,Luis Gerardo Méndez,sport,Mexico,2015-2020,5.8,"Facing pressure to marry immediately, an unemployed man must find a way to pay for a wedding by any means necessary."
Movie,Bazaar,121,Sagar Sarhadi,Farooq Shaikh,sport,India,1980-1990,7.3,"When an American couple vacationing in Morocco falls victim to a random act of violence, a series of events unfolds across four countries."
Movie,Be Here Now,110,Lilibet Foster,Andy Whitfield,documentary,United States,2010-2015,6.225,"From nature to nurture, this docuseries explores the groundbreaking science that reveals how infants discover life during their very first year."
Movie,Be Somebody,88,Joshua Caldwell,Matthew Espinosa,dramas,United States,2015-2020,6.3,"Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives."
Movie,Beasts of No Nation,137,Cary Joji Fukunaga,Idris Elba,documentary,United States,2010-2015,7.7,"From surprise news to relationship blues, four coworkers in different stages of motherhood unite to support each other in their struggles with men."
Movie,Beat Bugs: All Together Now,51,Josh Wakely,Ashleigh Ball,musical,Australia,2015-2020,7.1,"Through intimate interviews, this documentary explores the stigma facing independent women who seek housing in modern Mumbai."
Movie,Beats,110,Chris Robinson,Khalil Everage,musical,United States,2015-2020,6.4,An American science geek ready to spend a summer at sea accidentally ends up at an Australian soccer academy and is forced to kick it with the locals.
Movie,Beauties of the Night,92,María Jose Cuevas,Olga Breeskin,musical,Mexico,2015-2020,7.3,"To pay for an epic blunder, three yakuza brothers are forced to alter their bodies, form a girl group and break into the underground J-Pop idol scene."
Movie,Beauty and the Bestie,119,Wenn V. Deramas,Vice Ganda,commedies,Philippines,2010-2015,4.8,"Eager to flaunt their success in front of old bullies and teenage crushes, two best friends spend a wild night at their middle school reunion."
Movie,Beavis and Butt-head Do America,81,Mike Judge,Mike Judge,cult,United States,1995-2000,5.875,New beginnings or old baggage? Four singles have one chance to reignite romance with an ex – or leave the past behind for good.
Movie,Bebe's Kids,73,Bruce W. Smith,Faizon Love,commedies,United States,1990-1995,7.8,A weekend hike for urbanites Alex and Jenn takes a dangerous turn when they become lost deep in the remote territory of a menacing bear.
Movie,Because of Soccer,75,"Agasyah Karim, Khalid Kashogi",Herjunot Ali,dramas,Indonesia,2005-2010,5.4,"In this sequel to the 1991 film, a determined fire investigator recruits an imprisoned arsonist to help untangle a web of fire, murder and corruption."
Movie,Because We're Heading Out,99,Khaled El Halafawy,Hassan El Raddad,romantic,Egypt,2015-2020,4.0,"Haunted by visions of the dead, psychologist Peter returns home to confront a long-ago trauma. But will the trip exorcise or embolden the ghosts?"
